,u,i,ts,label,idx
5589,1229,1231,21078000.0,0.0,5590
5590,1204,544,21078000.0,0.0,5591
5591,1063,1232,21078000.0,0.0,5592
5592,315,46,21078000.0,0.0,5593
5593,544,1204,21078000.0,0.0,5594
5594,1229,832,21078000.0,0.0,5595
5595,1229,1112,21078000.0,0.0,5596
5596,1063,1233,21078000.0,0.0,5597
5597,986,1232,21078000.0,0.0,5598
5598,19,46,21078000.0,0.0,5599
5599,1112,1229,21078000.0,0.0,5600
5600,933,1229,21078000.0,0.0,5601
5601,832,1229,21078000.0,0.0,5602
5602,352,774,21078000.0,0.0,5603
5603,1231,1229,21078000.0,0.0,5604
5604,1230,933,21078000.0,0.0,5605
5605,445,1099,21078000.0,0.0,5606
5606,1197,1099,21078000.0,0.0,5607
5607,1232,1063,21078000.0,0.0,5608
5608,1233,1063,21078000.0,0.0,5609
5609,21,148,21078000.0,0.0,5610
5610,1229,933,21078000.0,0.0,5611
5611,1229,1039,21078000.0,0.0,5612
5612,1232,986,21078000.0,0.0,5613
5613,420,933,21078000.0,0.0,5614
5614,1063,1226,21164400.0,0.0,5615
5615,572,455,21164400.0,0.0,5616
5616,1234,1063,21164400.0,0.0,5617
5617,1226,1063,21164400.0,0.0,5618
5618,2,544,21164400.0,0.0,5619
5619,1063,1235,21164400.0,0.0,5620
5620,1235,1063,21164400.0,0.0,5621
5621,612,1236,21164400.0,0.0,5622
5622,1223,1237,21164400.0,0.0,5623
5623,1236,612,21164400.0,0.0,5624
5624,1237,1223,21164400.0,0.0,5625
5625,933,833,21164400.0,0.0,5626
5626,1219,1205,21164400.0,0.0,5627
5627,1205,1219,21164400.0,0.0,5628
5628,833,933,21164400.0,0.0,5629
5629,981,590,21250800.0,0.0,5630
5630,1238,1063,21250800.0,0.0,5631
5631,1239,800,21250800.0,0.0,5632
5632,1240,1233,21250800.0,1.0,5633
5633,1241,774,21250800.0,0.0,5634
5634,826,774,21250800.0,0.0,5635
5635,148,21,21250800.0,0.0,5636
5636,774,826,21250800.0,0.0,5637
5637,774,544,21250800.0,0.0,5638
5638,1242,1240,21250800.0,0.0,5639
5639,1243,840,21250800.0,0.0,5640
5640,1063,1238,21250800.0,0.0,5641
5641,840,1243,21250800.0,0.0,5642
5642,800,1239,21337200.0,0.0,5643
5643,435,1063,21337200.0,0.0,5644
5644,1216,235,21337200.0,0.0,5645
5645,1244,186,21337200.0,0.0,5646
5646,832,1063,21337200.0,0.0,5647
5647,550,774,21337200.0,0.0,5648
5648,1245,1063,21337200.0,0.0,5649
5649,572,515,21337200.0,0.0,5650
5650,515,572,21337200.0,0.0,5651
5651,235,1216,21337200.0,0.0,5652
5652,72,1147,21337200.0,0.0,5653
5653,1088,235,21337200.0,0.0,5654
5654,1063,435,21337200.0,0.0,5655
5655,774,550,21337200.0,0.0,5656
5656,943,1246,21337200.0,0.0,5657
5657,774,1241,21337200.0,0.0,5658
5658,1223,1203,21337200.0,0.0,5659
5659,1223,1246,21337200.0,0.0,5660
5660,1203,1223,21337200.0,0.0,5661
5661,1246,1223,21337200.0,0.0,5662
5662,1232,840,21337200.0,0.0,5663
5663,235,1088,21337200.0,0.0,5664
5664,840,1232,21337200.0,0.0,5665
5665,1063,832,21337200.0,0.0,5666
5666,1147,72,21337200.0,0.0,5667
5667,1246,943,21337200.0,0.0,5668
5668,186,1244,21337200.0,0.0,5669
5669,63,933,21423600.0,0.0,5670
5670,1247,18,21423600.0,0.0,5671
5671,1246,1063,21423600.0,0.0,5672
5672,572,1247,21423600.0,0.0,5673
5673,1127,1248,21423600.0,0.0,5674
5674,1248,1127,21423600.0,0.0,5675
5675,463,1182,21423600.0,0.0,5676
5676,1246,885,21423600.0,0.0,5677
5677,1249,18,21423600.0,0.0,5678
5678,1063,1246,21423600.0,0.0,5679
5679,933,63,21423600.0,0.0,5680
5680,63,1203,21423600.0,0.0,5681
5681,172,302,21423600.0,1.0,5682
5682,1216,147,21423600.0,0.0,5683
5683,1182,463,21423600.0,0.0,5684
5684,1182,1250,21423600.0,0.0,5685
5685,1182,774,21423600.0,0.0,5686
5686,1182,1247,21423600.0,0.0,5687
5687,1247,1182,21423600.0,0.0,5688
5688,1203,63,21423600.0,0.0,5689
5689,885,1246,21423600.0,0.0,5690
5690,1250,1182,21423600.0,0.0,5691
5691,1203,933,21510000.0,0.0,5692
5692,545,825,21510000.0,0.0,5693
5693,448,638,21510000.0,0.0,5694
5694,1247,986,21510000.0,0.0,5695
5695,638,448,21510000.0,0.0,5696
5696,986,1247,21510000.0,0.0,5697
5697,638,63,21510000.0,0.0,5698
5698,933,1203,21510000.0,0.0,5699
5699,1184,1247,21510000.0,0.0,5700
5700,63,638,21510000.0,0.0,5701
5701,686,986,21510000.0,0.0,5702
5702,986,1184,21510000.0,0.0,5703
5703,986,933,21510000.0,0.0,5704
5704,1184,986,21510000.0,0.0,5705
5705,1247,1184,21510000.0,0.0,5706
5706,933,986,21510000.0,0.0,5707
5707,933,873,21510000.0,0.0,5708
5708,873,933,21510000.0,0.0,5709
5709,986,194,21596400.0,0.0,5710
5710,63,233,21596400.0,0.0,5711
5711,1246,396,21596400.0,0.0,5712
5712,233,63,21596400.0,0.0,5713
5713,986,1182,21596400.0,0.0,5714
5714,396,1246,21596400.0,0.0,5715
5715,1182,933,21596400.0,0.0,5716
5716,1203,986,21596400.0,0.0,5717
5717,933,1182,21596400.0,0.0,5718
5718,986,1203,21596400.0,0.0,5719
5719,1140,1216,21682800.0,0.0,5720
5720,1042,1251,21682800.0,1.0,5721
5721,435,638,21682800.0,0.0,5722
5722,1234,840,21682800.0,0.0,5723
5723,840,1252,21682800.0,0.0,5724
5724,840,1234,21682800.0,0.0,5725
5725,638,435,21682800.0,0.0,5726
5726,1182,360,21682800.0,0.0,5727
5727,1063,1245,21682800.0,0.0,5728
5728,1045,1251,21682800.0,1.0,5729
5729,1052,1251,21682800.0,1.0,5730
5730,1252,840,21682800.0,0.0,5731
5731,1046,1251,21682800.0,1.0,5732
5732,18,1182,21682800.0,0.0,5733
5733,1055,1251,21682800.0,1.0,5734
5734,1053,1251,21682800.0,1.0,5735
5735,360,1182,21682800.0,0.0,5736
5736,1251,63,21682800.0,0.0,5737
5737,455,572,21682800.0,0.0,5738
5738,251,638,21682800.0,0.0,5739
5739,638,251,21682800.0,0.0,5740
5740,971,643,21769200.0,0.0,5741
5741,933,194,21769200.0,0.0,5742
5742,1253,989,21769200.0,0.0,5743
5743,731,1251,21769200.0,1.0,5744
5744,638,1063,21769200.0,0.0,5745
5745,1063,1220,21769200.0,0.0,5746
5746,1220,1063,21769200.0,0.0,5747
5747,1250,19,21769200.0,0.0,5748
5748,1063,638,21769200.0,0.0,5749
5749,989,1253,21769200.0,0.0,5750
5750,186,1114,21769200.0,0.0,5751
5751,536,933,21769200.0,0.0,5752
5752,933,536,21769200.0,0.0,5753
5753,860,18,21769200.0,0.0,5754
5754,1171,572,21769200.0,0.0,5755
5755,194,933,21769200.0,0.0,5756
5756,1229,1254,21855600.0,0.0,5757
5757,933,774,21855600.0,0.0,5758
5758,581,1063,21855600.0,0.0,5759
5759,222,581,21855600.0,0.0,5760
5760,19,1250,21855600.0,0.0,5761
5761,581,222,21855600.0,0.0,5762
5762,1254,774,21855600.0,0.0,5763
5763,774,933,21855600.0,0.0,5764
5764,186,222,21855600.0,0.0,5765
5765,1255,154,21855600.0,0.0,5766
5766,731,3,21855600.0,1.0,5767
5767,1243,19,21855600.0,0.0,5768
5768,1063,581,21855600.0,0.0,5769
5769,774,1254,21855600.0,0.0,5770
5770,1256,1127,21942000.0,0.0,5771
5771,1257,1216,21942000.0,0.0,5772
5772,2,420,21942000.0,0.0,5773
5773,1063,1051,21942000.0,0.0,5774
5774,1258,1063,21942000.0,0.0,5775
5775,840,356,21942000.0,0.0,5776
5776,1063,1234,21942000.0,0.0,5777
5777,420,2,21942000.0,0.0,5778
5778,1127,1256,21942000.0,0.0,5779
5779,1216,1257,21942000.0,0.0,5780
5780,356,840,21942000.0,0.0,5781
5781,1051,1063,21942000.0,0.0,5782
5782,683,1234,21942000.0,0.0,5783
5783,1182,19,21942000.0,0.0,5784
5784,694,1256,21942000.0,0.0,5785
5785,1257,1234,21942000.0,0.0,5786
5786,1216,1161,21942000.0,0.0,5787
5787,1182,1234,21942000.0,0.0,5788
5788,154,1255,21942000.0,0.0,5789
5789,194,986,21942000.0,0.0,5790
5790,1234,1257,21942000.0,0.0,5791
5791,19,1182,21942000.0,0.0,5792
5792,1063,833,21942000.0,0.0,5793
5793,1182,986,21942000.0,0.0,5794
5794,360,1216,22028400.0,0.0,5795
5795,1182,18,22028400.0,0.0,5796
5796,1063,1259,22028400.0,0.0,5797
5797,1260,1223,22028400.0,0.0,5798
5798,42,986,22028400.0,0.0,5799
5799,1210,986,22028400.0,0.0,5800
5800,1161,1216,22028400.0,0.0,5801
5801,1261,572,22028400.0,0.0,5802
5802,774,2,22028400.0,0.0,5803
5803,360,1246,22028400.0,0.0,5804
5804,360,1262,22028400.0,0.0,5805
5805,1223,1260,22028400.0,0.0,5806
5806,572,1261,22028400.0,0.0,5807
5807,986,1210,22028400.0,0.0,5808
5808,1259,1063,22028400.0,0.0,5809
5809,1063,1258,22028400.0,0.0,5810
5810,840,593,22028400.0,0.0,5811
5811,1216,360,22028400.0,0.0,5812
5812,1263,989,22028400.0,0.0,5813
5813,989,1263,22028400.0,0.0,5814
5814,1063,222,22028400.0,0.0,5815
5815,833,840,22028400.0,0.0,5816
5816,1063,420,22028400.0,0.0,5817
5817,1262,360,22028400.0,0.0,5818
5818,593,840,22028400.0,0.0,5819
5819,1246,360,22028400.0,0.0,5820
5820,840,833,22028400.0,0.0,5821
5821,19,572,22114800.0,0.0,5822
5822,1259,1264,22114800.0,0.0,5823
5823,584,1035,22114800.0,0.0,5824
5824,1035,584,22114800.0,0.0,5825
5825,1265,1263,22114800.0,0.0,5826
5826,572,4,22114800.0,0.0,5827
5827,1266,456,22114800.0,0.0,5828
5828,1266,1223,22114800.0,0.0,5829
5829,1229,271,22114800.0,0.0,5830
5830,1223,1267,22114800.0,0.0,5831
5831,1264,1259,22114800.0,0.0,5832
5832,290,1258,22114800.0,0.0,5833
5833,1258,290,22114800.0,0.0,5834
5834,420,666,22114800.0,0.0,5835
5835,1267,1223,22114800.0,0.0,5836
5836,572,253,22114800.0,0.0,5837
5837,456,1266,22114800.0,0.0,5838
5838,253,572,22114800.0,0.0,5839
5839,19,4,22114800.0,0.0,5840
5840,1268,1263,22114800.0,0.0,5841
5841,572,19,22114800.0,0.0,5842
5842,1263,1265,22114800.0,0.0,5843
5843,1263,1268,22114800.0,0.0,5844
5844,4,572,22114800.0,0.0,5845
5845,1223,1266,22114800.0,0.0,5846
5846,1256,694,22114800.0,0.0,5847
5847,78,18,22114800.0,0.0,5848
5848,840,1113,22201200.0,0.0,5849
5849,1113,840,22201200.0,0.0,5850
5850,1254,456,22201200.0,0.0,5851
5851,1266,515,22201200.0,0.0,5852
5852,4,840,22201200.0,0.0,5853
5853,515,1266,22201200.0,0.0,5854
5854,840,4,22201200.0,0.0,5855
5855,18,197,22201200.0,0.0,5856
5856,1223,1269,22287600.0,0.0,5857
5857,417,1270,22287600.0,0.0,5858
5858,1270,417,22287600.0,0.0,5859
5859,2,782,22287600.0,0.0,5860
5860,782,2,22287600.0,0.0,5861
5861,1270,1271,22287600.0,0.0,5862
5862,1088,1233,22287600.0,0.0,5863
5863,1233,1088,22287600.0,0.0,5864
5864,1269,1223,22287600.0,0.0,5865
5865,1182,700,22374000.0,0.0,5866
5866,420,434,22374000.0,0.0,5867
5867,833,971,22374000.0,0.0,5868
5868,700,1182,22374000.0,0.0,5869
5869,434,420,22374000.0,0.0,5870
5870,1272,360,22374000.0,0.0,5871
5871,1273,1264,22374000.0,0.0,5872
5872,971,833,22374000.0,0.0,5873
5873,19,1274,22374000.0,0.0,5874
5874,1275,1223,22374000.0,0.0,5875
5875,360,1272,22374000.0,0.0,5876
5876,1223,1274,22374000.0,0.0,5877
5877,1223,1275,22374000.0,0.0,5878
5878,1276,19,22374000.0,0.0,5879
5879,1274,1223,22374000.0,0.0,5880
5880,1277,1272,22374000.0,0.0,5881
5881,1246,1274,22374000.0,0.0,5882
5882,1278,533,22374000.0,0.0,5883
5883,1182,1101,22374000.0,0.0,5884
5884,270,1279,22374000.0,0.0,5885
5885,1264,1273,22374000.0,0.0,5886
5886,1279,270,22374000.0,0.0,5887
5887,1280,611,22374000.0,0.0,5888
5888,1101,1182,22374000.0,0.0,5889
5889,1266,572,22374000.0,0.0,5890
5890,1242,1088,22374000.0,1.0,5891
5891,2,1281,22460400.0,0.0,5892
5892,1266,1282,22460400.0,0.0,5893
5893,1145,357,22460400.0,0.0,5894
5894,986,42,22460400.0,0.0,5895
5895,1266,544,22460400.0,0.0,5896
5896,450,1283,22460400.0,0.0,5897
5897,950,572,22460400.0,0.0,5898
5898,357,1145,22460400.0,0.0,5899
5899,833,1063,22460400.0,0.0,5900
5900,18,28,22460400.0,0.0,5901
5901,1282,1266,22460400.0,0.0,5902
5902,1271,1270,22460400.0,0.0,5903
5903,544,1266,22460400.0,0.0,5904
5904,1281,2,22460400.0,0.0,5905
5905,1283,1223,22460400.0,0.0,5906
5906,1223,1283,22460400.0,0.0,5907
5907,1204,1243,22546800.0,0.0,5908
5908,544,1284,22546800.0,0.0,5909
5909,1284,544,22546800.0,0.0,5910
5910,638,544,22546800.0,0.0,5911
5911,544,638,22546800.0,0.0,5912
5912,1243,1204,22546800.0,0.0,5913
5913,1063,1285,22633200.0,0.0,5914
5914,986,1259,22633200.0,0.0,5915
5915,1285,1063,22633200.0,0.0,5916
5916,572,933,22633200.0,0.0,5917
5917,1274,19,22633200.0,0.0,5918
5918,690,933,22633200.0,0.0,5919
5919,933,572,22633200.0,0.0,5920
5920,933,690,22633200.0,0.0,5921
5921,1259,986,22633200.0,0.0,5922
5922,1286,850,22719600.0,0.0,5923
5923,270,638,22719600.0,0.0,5924
5924,271,4,22719600.0,0.0,5925
5925,638,270,22719600.0,0.0,5926
5926,850,1286,22719600.0,0.0,5927
5927,197,18,22806000.0,0.0,5928
5928,626,1270,22806000.0,0.0,5929
5929,1270,626,22806000.0,0.0,5930
5930,271,1229,22806000.0,0.0,5931
5931,933,18,22806000.0,0.0,5932
5932,572,356,22806000.0,0.0,5933
5933,356,572,22806000.0,0.0,5934
5934,1287,1063,22892400.0,0.0,5935
5935,837,1288,22892400.0,0.0,5936
5936,1243,1288,22892400.0,0.0,5937
5937,1063,1161,22892400.0,0.0,5938
5938,1161,1063,22892400.0,0.0,5939
5939,1282,1287,22892400.0,0.0,5940
5940,1288,1063,22892400.0,0.0,5941
5941,1289,1288,22892400.0,0.0,5942
5942,1063,1287,22892400.0,0.0,5943
5943,1287,1282,22892400.0,0.0,5944
5944,1063,1288,22892400.0,0.0,5945
5945,1288,837,22892400.0,0.0,5946
5946,1288,1289,22892400.0,0.0,5947
5947,611,1280,22892400.0,0.0,5948
5948,1063,253,22892400.0,0.0,5949
5949,1234,683,22978800.0,0.0,5950
5950,1290,1278,22978800.0,0.0,5951
5951,1287,683,22978800.0,0.0,5952
5952,1288,1287,22978800.0,0.0,5953
5953,913,2,22978800.0,0.0,5954
5954,1291,19,22978800.0,0.0,5955
5955,1139,1063,22978800.0,0.0,5956
5956,1063,1139,22978800.0,0.0,5957
5957,1063,697,22978800.0,0.0,5958
5958,381,253,22978800.0,0.0,5959
5959,840,463,22978800.0,0.0,5960
5960,253,381,22978800.0,0.0,5961
5961,420,1229,22978800.0,0.0,5962
5962,1287,1288,22978800.0,0.0,5963
5963,1257,1292,22978800.0,0.0,5964
5964,463,840,22978800.0,0.0,5965
5965,1293,683,22978800.0,0.0,5966
5966,145,116,22978800.0,0.0,5967
5967,1278,1290,22978800.0,0.0,5968
5968,1292,1257,22978800.0,0.0,5969
5969,697,1063,22978800.0,0.0,5970
5970,1229,420,22978800.0,0.0,5971
5971,683,1287,22978800.0,0.0,5972
5972,1294,1295,23065200.0,0.0,5973
5973,528,840,23065200.0,0.0,5974
5974,733,1099,23065200.0,0.0,5975
5975,1204,827,23065200.0,0.0,5976
5976,1035,1288,23065200.0,0.0,5977
5977,827,1204,23065200.0,0.0,5978
5978,827,1294,23065200.0,0.0,5979
5979,827,1219,23065200.0,0.0,5980
5980,1294,827,23065200.0,0.0,5981
5981,1294,1101,23065200.0,0.0,5982
5982,1288,528,23065200.0,0.0,5983
5983,840,528,23065200.0,0.0,5984
5984,1219,827,23065200.0,0.0,5985
5985,528,1288,23065200.0,0.0,5986
5986,528,1161,23065200.0,0.0,5987
5987,1161,528,23065200.0,0.0,5988
5988,1288,1035,23065200.0,0.0,5989
5989,1295,1294,23065200.0,0.0,5990
5990,1229,419,23151600.0,0.0,5991
5991,1296,1288,23151600.0,0.0,5992
5992,1282,1293,23151600.0,0.0,5993
5993,2,1266,23151600.0,0.0,5994
5994,1271,1278,23151600.0,0.0,5995
5995,419,4,23151600.0,0.0,5996
5996,42,1280,23151600.0,0.0,5997
5997,419,1229,23151600.0,0.0,5998
5998,1288,1296,23151600.0,0.0,5999
5999,1293,1282,23151600.0,0.0,6000
6000,4,419,23151600.0,0.0,6001
6001,6,774,23151600.0,0.0,6002
6002,1297,1288,23151600.0,1.0,6003
6003,1101,1294,23151600.0,0.0,6004
6004,946,1101,23151600.0,0.0,6005
6005,1101,946,23151600.0,0.0,6006
6006,1278,1271,23151600.0,0.0,6007
6007,774,6,23151600.0,0.0,6008
6008,1294,544,23238000.0,0.0,6009
6009,62,253,23238000.0,0.0,6010
6010,882,1293,23238000.0,0.0,6011
6011,1293,882,23238000.0,0.0,6012
6012,1288,1298,23238000.0,0.0,6013
6013,1293,1299,23238000.0,0.0,6014
6014,647,1278,23238000.0,0.0,6015
6015,1298,1288,23238000.0,0.0,6016
6016,499,774,23238000.0,0.0,6017
6017,253,62,23238000.0,0.0,6018
6018,1299,1293,23238000.0,0.0,6019
6019,774,499,23238000.0,0.0,6020
6020,774,1295,23324400.0,0.0,6021
6021,1295,774,23324400.0,0.0,6022
6022,1300,774,23324400.0,0.0,6023
6023,1288,1243,23324400.0,0.0,6024
6024,1204,456,23324400.0,0.0,6025
6025,222,2,23324400.0,0.0,6026
6026,1299,1112,23324400.0,0.0,6027
6027,774,1300,23324400.0,0.0,6028
6028,1231,544,23324400.0,0.0,6029
6029,1301,572,23324400.0,0.0,6030
6030,1302,19,23324400.0,1.0,6031
6031,1302,1161,23324400.0,1.0,6032
6032,19,1243,23324400.0,0.0,6033
6033,456,1204,23324400.0,0.0,6034
6034,1302,1204,23324400.0,1.0,6035
6035,420,360,23324400.0,0.0,6036
6036,544,1231,23324400.0,0.0,6037
6037,1303,942,23324400.0,0.0,6038
6038,1112,1299,23410800.0,0.0,6039
6039,1304,1204,23410800.0,0.0,6040
6040,253,638,23410800.0,0.0,6041
6041,638,253,23410800.0,0.0,6042
6042,827,42,23410800.0,0.0,6043
6043,1204,1304,23410800.0,0.0,6044
6044,42,827,23410800.0,0.0,6045
6045,1305,827,23497200.0,0.0,6046
6046,1278,186,23497200.0,0.0,6047
6047,1306,420,23497200.0,0.0,6048
6048,456,933,23497200.0,0.0,6049
6049,933,456,23497200.0,0.0,6050
6050,1101,572,23497200.0,0.0,6051
6051,592,569,23497200.0,0.0,6052
6052,626,360,23497200.0,0.0,6053
6053,183,1054,23497200.0,0.0,6054
6054,1082,1278,23497200.0,0.0,6055
6055,420,1306,23497200.0,0.0,6056
6056,827,1305,23497200.0,0.0,6057
6057,1278,1082,23497200.0,0.0,6058
6058,1054,183,23497200.0,0.0,6059
6059,360,626,23497200.0,0.0,6060
6060,572,1101,23497200.0,0.0,6061
6061,1307,1063,23583600.0,0.0,6062
6062,1308,1293,23583600.0,0.0,6063
6063,360,1309,23583600.0,0.0,6064
6064,1293,1308,23583600.0,0.0,6065
6065,950,1229,23583600.0,0.0,6066
6066,1161,1229,23583600.0,0.0,6067
6067,1161,827,23583600.0,0.0,6068
6068,1229,950,23583600.0,0.0,6069
6069,1310,19,23583600.0,0.0,6070
6070,1311,19,23583600.0,0.0,6071
6071,1312,458,23583600.0,0.0,6072
6072,1309,360,23583600.0,0.0,6073
6073,251,827,23583600.0,0.0,6074
6074,360,420,23583600.0,0.0,6075
6075,1063,1307,23583600.0,0.0,6076
6076,2,1313,23583600.0,0.0,6077
6077,827,251,23583600.0,0.0,6078
6078,1314,1259,23583600.0,0.0,6079
6079,1229,1161,23583600.0,0.0,6080
6080,360,1315,23583600.0,0.0,6081
6081,1315,360,23583600.0,0.0,6082
6082,19,1310,23583600.0,0.0,6083
6083,1259,1314,23583600.0,0.0,6084
6084,827,1161,23583600.0,0.0,6085
6085,19,1291,23583600.0,0.0,6086
6086,1278,545,23670000.0,0.0,6087
6087,19,221,23670000.0,0.0,6088
6088,1278,1316,23670000.0,0.0,6089
6089,19,1311,23670000.0,0.0,6090
6090,1112,774,23670000.0,0.0,6091
6091,1317,694,23670000.0,0.0,6092
6092,774,1112,23670000.0,0.0,6093
6093,1316,1278,23670000.0,0.0,6094
6094,42,1318,23670000.0,0.0,6095
6095,1315,1272,23670000.0,0.0,6096
6096,981,1319,23670000.0,0.0,6097
6097,1272,1315,23670000.0,0.0,6098
6098,1318,42,23670000.0,0.0,6099
6099,247,1320,23670000.0,0.0,6100
6100,545,1278,23670000.0,0.0,6101
6101,2,1063,23670000.0,0.0,6102
6102,1320,247,23670000.0,0.0,6103
6103,221,19,23670000.0,0.0,6104
6104,420,1063,23670000.0,0.0,6105
6105,694,1317,23670000.0,0.0,6106
6106,1319,694,23670000.0,0.0,6107
6107,222,1063,23670000.0,0.0,6108
6108,41,1306,23670000.0,0.0,6109
6109,81,1204,23670000.0,0.0,6110
6110,114,774,23670000.0,0.0,6111
6111,774,114,23670000.0,0.0,6112
6112,18,1321,23756400.0,0.0,6113
6113,1315,1293,23756400.0,0.0,6114
6114,1293,1315,23756400.0,0.0,6115
6115,497,19,23756400.0,0.0,6116
6116,774,360,23756400.0,0.0,6117
6117,1322,986,23756400.0,0.0,6118
6118,986,1322,23756400.0,0.0,6119
6119,1184,1278,23756400.0,0.0,6120
6120,1278,1184,23756400.0,0.0,6121
6121,42,1323,23756400.0,0.0,6122
6122,1204,1272,23756400.0,0.0,6123
6123,840,1315,23756400.0,0.0,6124
6124,1272,1204,23756400.0,0.0,6125
6125,1321,18,23756400.0,0.0,6126
6126,1103,873,23756400.0,0.0,6127
6127,1246,873,23756400.0,0.0,6128
6128,873,1103,23756400.0,0.0,6129
6129,360,774,23756400.0,0.0,6130
6130,873,1246,23756400.0,0.0,6131
6131,1324,28,23756400.0,0.0,6132
6132,1325,19,23756400.0,0.0,6133
6133,1315,840,23756400.0,0.0,6134
6134,1063,774,23756400.0,0.0,6135
6135,28,1324,23756400.0,0.0,6136
6136,986,120,23842800.0,0.0,6137
6137,1288,122,23842800.0,0.0,6138
6138,1323,42,23842800.0,0.0,6139
6139,1313,986,23842800.0,0.0,6140
6140,1204,122,23842800.0,0.0,6141
6141,122,1288,23842800.0,0.0,6142
6142,120,986,23842800.0,0.0,6143
6143,247,1326,23842800.0,0.0,6144
6144,1229,544,23842800.0,0.0,6145
6145,360,1327,23842800.0,0.0,6146
6146,1327,360,23842800.0,0.0,6147
6147,122,1204,23842800.0,0.0,6148
6148,1229,62,23842800.0,0.0,6149
6149,986,1313,23842800.0,0.0,6150
6150,1318,1288,23842800.0,0.0,6151
6151,1326,247,23842800.0,0.0,6152
6152,1288,1318,23842800.0,0.0,6153
6153,544,1229,23842800.0,0.0,6154
6154,638,683,23929200.0,0.0,6155
6155,1278,42,23929200.0,0.0,6156
6156,42,1278,23929200.0,0.0,6157
6157,1204,1328,23929200.0,0.0,6158
6158,683,638,23929200.0,0.0,6159
6159,1222,1063,23929200.0,0.0,6160
6160,1328,1204,23929200.0,0.0,6161
6161,1309,1329,23929200.0,0.0,6162
6162,1329,1309,23929200.0,0.0,6163
6163,420,18,24015600.0,0.0,6164
6164,1324,360,24015600.0,0.0,6165
6165,81,782,24015600.0,0.0,6166
6166,460,1330,24015600.0,0.0,6167
6167,18,420,24015600.0,0.0,6168
6168,1331,1127,24015600.0,0.0,6169
6169,572,1323,24015600.0,0.0,6170
6170,820,774,24015600.0,0.0,6171
6171,360,1324,24015600.0,0.0,6172
6172,774,820,24015600.0,0.0,6173
6173,1127,456,24015600.0,0.0,6174
6174,316,360,24015600.0,0.0,6175
6175,1127,1331,24015600.0,0.0,6176
6176,1125,1272,24015600.0,0.0,6177
6177,456,1127,24015600.0,0.0,6178
6178,1323,572,24015600.0,0.0,6179
6179,1229,1272,24015600.0,0.0,6180
6180,360,1125,24102000.0,0.0,6181
6181,360,1266,24102000.0,0.0,6182
6182,360,1332,24102000.0,0.0,6183
6183,194,1333,24102000.0,0.0,6184
6184,1204,81,24102000.0,0.0,6185
6185,1125,360,24102000.0,0.0,6186
6186,1332,360,24102000.0,0.0,6187
6187,1112,360,24102000.0,0.0,6188
6188,122,1333,24102000.0,0.0,6189
6189,1063,1222,24102000.0,0.0,6190
6190,1266,360,24102000.0,0.0,6191
6191,1272,873,24102000.0,0.0,6192
6192,371,1333,24102000.0,0.0,6193
6193,366,360,24102000.0,0.0,6194
6194,360,1112,24102000.0,0.0,6195
6195,1333,371,24102000.0,0.0,6196
6196,360,366,24102000.0,0.0,6197
6197,28,1333,24102000.0,0.0,6198
6198,1334,840,24102000.0,0.0,6199
6199,1333,28,24102000.0,0.0,6200
6200,1184,840,24102000.0,0.0,6201
6201,943,1127,24188400.0,0.0,6202
6202,943,1063,24188400.0,0.0,6203
6203,943,1259,24188400.0,0.0,6204
6204,840,1334,24188400.0,0.0,6205
6205,840,1184,24188400.0,0.0,6206
6206,1127,1321,24188400.0,0.0,6207
6207,1127,943,24188400.0,0.0,6208
6208,28,1308,24188400.0,0.0,6209
6209,544,1294,24188400.0,0.0,6210
6210,731,943,24188400.0,1.0,6211
6211,6,428,24188400.0,0.0,6212
6212,6,360,24188400.0,0.0,6213
6213,428,6,24188400.0,0.0,6214
6214,1321,1127,24188400.0,0.0,6215
6215,360,6,24188400.0,0.0,6216
6216,1259,943,24188400.0,0.0,6217
6217,428,360,24188400.0,0.0,6218
6218,1308,28,24188400.0,0.0,6219
6219,1063,943,24188400.0,0.0,6220
6220,81,1293,24188400.0,0.0,6221
6221,360,428,24188400.0,0.0,6222
6222,145,18,24188400.0,0.0,6223
6223,873,1272,24188400.0,0.0,6224
6224,81,360,24274800.0,0.0,6225
6225,638,360,24274800.0,0.0,6226
6226,1323,420,24274800.0,0.0,6227
6227,638,19,24274800.0,0.0,6228
6228,19,638,24274800.0,0.0,6229
6229,1319,981,24274800.0,0.0,6230
6230,2,1323,24274800.0,0.0,6231
6231,456,120,24274800.0,0.0,6232
6232,694,1335,24274800.0,0.0,6233
6233,1336,981,24274800.0,0.0,6234
6234,1337,1223,24274800.0,0.0,6235
6235,1337,1272,24274800.0,0.0,6236
6236,19,1337,24274800.0,0.0,6237
6237,360,638,24274800.0,0.0,6238
6238,120,456,24274800.0,0.0,6239
6239,1223,1337,24274800.0,0.0,6240
6240,1272,1337,24274800.0,0.0,6241
6241,1335,694,24274800.0,0.0,6242
6242,360,81,24274800.0,0.0,6243
6243,360,63,24361200.0,0.0,6244
6244,1306,616,24361200.0,0.0,6245
6245,981,1336,24361200.0,0.0,6246
6246,63,360,24361200.0,0.0,6247
6247,1338,360,24361200.0,0.0,6248
6248,1339,18,24361200.0,0.0,6249
6249,360,1338,24361200.0,0.0,6250
6250,616,360,24361200.0,0.0,6251
6251,360,616,24361200.0,0.0,6252
6252,616,1306,24361200.0,0.0,6253
6253,40,81,24361200.0,0.0,6254
